7.066087007522583,4
6.8263702392578125,4
6.154290437698364,4
6.603517055511475,4
6.904717683792114,4
6.80505108833313,4
6.82839035987854,4
7.072584867477417,4
6.120604276657104,4
7.002172231674194,4
7.507266044616699,4
7.04332709312439,4
7.12630009651184,4
8.784279823303223,4
7.065070819854736,4
6.969754457473755,4
6.78666615486145,4
7.187854051589966,4
6.876049280166626,4
7.057905435562134,4
8.688302040100098,4
7.9897987842559814,4
7.658538579940796,4
7.05759572982788,4
6.75346474647522,4
6.020353317260742,4
6.217316150665283,4
6.88687539100647,4
7.587950706481934,4
7.193350601196289,4
